City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,cannonvale,-20.2833,148.7,24.66,62,83,7.71,AU,1697081146
83,ketchikan,55.3422,-131.6461,9.99,87,0,2.06,US,1697081146
84,anadyr,64.75,177.4833,0.28,93,100,17.0,RU,1697080902
85,monki,53.405,22.7979,16.3,60,100,9.64,PL,1697081059
86,belabo,4.9333,13.3,19.57,99,80,0.26,CM,1697081146
87,araras,-22.3569,-47.3842,26.25,77,6,1.2,BR,1697081147
88,san pedro pochutla,15.7333,-96.4667,26.0,82,71,5.37,MX,1697080885
89,san antonio de pale,-1.4014,5.6325,25.27,83,100,4.38,GQ,1697081147
90,nieuw amsterdam,5.8833,-55.0833,27.79,85,0,4.17,SR,1697081147
91,new norfolk,-42.7826,147.0587,16.72,53,97,6.13,AU,1697080905
92,port lincoln,-34.7333,135.8667,16.33,57,12,8.18,AU,1697080905
93,bilibino,68.0546,166.4372,-6.69,85,100,2.06,RU,1697081148
94,ilulissat,69.2167,-51.1,-3.99,74,100,0.0,GL,1697080884
95,alice town,25.7167,-79.3,29.28,78,100,5.87,BS,1697080906
96,tsiombe,-25.3,45.4833,21.47,76,94,5.37,MG,1697080906
97,utrik,11.2278,169.8474,28.28,74,93,5.29,MH,1697080907
98,nar'yan-mar,67.6713,53.087,1.17,76,10,4.02,RU,1697081148
99,wailua homesteads,22.0669,-159.378,27.24,76,20,5.14,US,1697081149
100,ribeira grande,38.5167,-28.7,19.32,90,37,2.68,PT,1697080883
101,puerto ayora,-0.7393,-90.3518,23.64,92,100,3.58,EC,1697081149
102,concordia,-31.393,-58.0209,10.99,72,92,5.36,AR,1697080854
103,namibe,-15.1961,12.1522,20.09,84,96,2.43,AO,1697081149
104,flying fish cove,-10.4217,105.6791,26.82,83,100,6.17,CX,1697081150
105,hamilton,39.1834,-84.5333,15.47,81,100,3.09,US,1697080969
106,zaozersk,69.4005,32.4476,0.02,93,100,11.27,RU,1697081150
107,northam,51.0333,-4.2167,16.25,98,100,2.73,GB,1697081150
108,cooma,-36.2333,149.1333,23.27,29,4,8.42,AU,1697081150
109,talcahuano,-36.7167,-73.1167,9.82,81,0,4.12,CL,1697081151
110,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,73,100,6.71,RU,1697080872
111,apolinario saravia,-24.4328,-63.9954,15.45,62,100,8.4,AR,1697080911
112,tabou,4.423,-7.3528,24.96,91,100,2.82,CI,1697081151
113,pitalito,1.8497,-76.0479,17.56,92,91,1.49,CO,1697080954
114,bredasdorp,-34.5322,20.0403,15.05,90,92,2.89,ZA,1697080906
115,revda,56.801,59.9303,1.6,97,100,3.32,RU,1697081152
116,humaita,-7.5061,-63.0208,27.49,65,64,0.79,BR,1697081152
117,san julian,21.0167,-102.1667,14.45,82,99,2.88,MX,1697081153
118,valparaiso,-33.0393,-71.6273,9.8,81,0,1.54,CL,1697080919
119,namtsy,62.7161,129.6658,7.8,57,12,6.83,RU,1697081154
120,bubaque,11.2833,-15.8333,27.62,81,99,2.93,GW,1697081154
121,nuuk,64.1835,-51.7216,0.34,74,20,7.2,GL,1697081154
122,meadow lakes,61.6247,-149.6011,2.69,96,100,0.0,US,1697080914
123,pirane,-25.7324,-59.1088,17.64,85,100,6.02,AR,1697081154
124,ridgecrest,35.6225,-117.6709,19.27,38,0,4.63,US,1697081038
125,porto novo,6.4965,2.6036,24.91,91,95,1.57,BJ,1697081155
126,pingnan,23.5543,110.3976,23.41,71,100,1.82,CN,1697081155
127,menongue,-14.6585,17.691,16.59,83,47,0.4,AO,1697081155
128,isangel,-19.55,169.2667,21.06,94,100,0.0,VU,1697080888
129,sao jose da coroa grande,-8.8978,-35.1478,23.69,82,2,2.65,BR,1697080916
130,al 'amarah,31.8406,47.1396,29.89,31,86,4.35,IQ,1697080916
131,beyla,8.6833,-8.6333,19.64,96,100,0.61,GN,1697081156
132,laojunmiao,39.8333,97.7333,11.84,28,100,1.54,CN,1697081156
133,kodiak,57.79,-152.4072,2.73,52,0,3.09,US,1697081156
134,stanley,54.868,-1.6985,3.76,93,0,2.06,GB,1697080879
135,rongelap,11.1635,166.8941,28.56,76,62,5.46,MH,1697080917
136,roccella ionica,38.322,16.4009,21.25,66,2,1.68,IT,1697081157
137,ouesso,1.6136,16.0517,21.45,93,97,0.44,CG,1697080918
138,alice springs,-23.7,133.8833,33.75,10,4,7.72,AU,1697080952
139,seosan,36.7817,126.4522,20.43,47,64,1.95,KR,1697080918
140,patterson,37.4716,-121.1297,19.32,50,0,3.45,US,1697081158
141,terra santa,-2.1042,-56.4869,28.66,40,31,1.14,BR,1697081158
142,fort bragg,35.139,-79.006,18.28,86,100,1.54,US,1697080881
143,kolonia,50.9333,6.95,19.42,68,20,6.17,DE,1697080964
144,camenca,48.0319,28.6978,9.52,70,21,5.03,MD,1697081158
145,ola,59.5833,151.2833,1.19,46,1,2.94,RU,1697081159
146,brookings,44.3114,-96.7984,11.77,48,0,6.17,US,1697081142
147,peebles,55.6519,-3.1888,6.09,99,4,1.73,GB,1697081159
148,kidal,18.4411,1.4078,27.44,16,10,2.8,ML,1697080922
149,maracas,-13.4411,-40.4308,15.52,88,2,2.23,BR,1697081160
150,mikuni,36.2171,136.1519,21.95,59,0,5.53,JP,1697081160
151,arno,60.1167,18.6333,9.88,64,64,10.91,SE,1697080923
152,hengchun,22.0042,120.7439,27.55,71,70,9.54,TW,1697081161
153,molchanovo,57.5817,83.7692,6.18,69,9,4.15,RU,1697080924
154,alvaraes,-3.2208,-64.8042,28.35,53,55,1.29,BR,1697081161
155,la'ie,21.6477,-157.9253,28.98,71,100,2.68,US,1697081161
156,happy valley-goose bay,53.3168,-60.3315,10.17,100,100,0.0,CA,1697080886
157,browns mills,39.9726,-74.5829,15.99,81,0,0.0,US,1697081162
158,mountain home,43.133,-115.6912,9.71,69,75,3.6,US,1697080932
159,haiku-pauwela,20.9219,-156.3051,27.01,65,20,7.2,US,1697081162
160,chonchi,-42.6128,-73.8092,6.73,76,85,2.83,CL,1697081162
161,prineville,44.2999,-120.8345,9.51,91,100,3.09,US,1697081162
162,bengkulu,-3.8004,102.2655,28.4,70,91,2.62,ID,1697081163
163,tralee,52.2704,-9.7026,9.48,89,87,2.13,IE,1697081163
164,punta arenas,-53.15,-70.9167,6.06,75,75,11.32,CL,1697080925
165,lihue,21.9789,-159.3672,27.58,70,20,5.14,US,1697081163
166,klyuchi,52.2667,79.1667,9.68,44,100,1.62,RU,1697080873
167,nantucket,41.2835,-70.0995,17.03,97,0,2.57,US,1697081164
168,rio grande,-32.035,-52.0986,11.64,77,100,9.24,BR,1697081153
169,palmer,42.1584,-72.3287,12.32,77,58,0.87,US,1697080929
170,ingleby greenhow,54.4498,-1.1069,4.98,93,100,0.91,GB,1697081165
171,carbonear,47.7332,-53.2148,13.01,95,100,1.25,CA,1697080916
172,anna regina,7.2644,-58.5077,27.47,76,0,3.9,GY,1697080930
173,forio,40.7342,13.8646,21.4,95,0,0.89,IT,1697080930
174,fortuna,40.5982,-124.1573,13.14,91,0,3.6,US,1697081166
175,mahuta,-10.8667,39.45,20.57,82,99,1.52,TZ,1697080930
176,bonthe,7.5264,-12.505,24.82,89,100,1.33,SL,1697081166
177,piterka,50.6803,47.4454,3.57,79,29,3.43,RU,1697081167
178,green river,41.5286,-109.4662,6.1,39,62,2.68,US,1697081167
179,naze,28.3667,129.4833,26.51,60,44,7.97,JP,1697081167
180,port alfred,-33.5906,26.891,17.32,98,100,1.79,ZA,1697081167
181,pangoa,-12.1167,-73.0,22.94,73,96,1.54,PE,1697081168
182,santa cruz,-17.8,-63.1667,27.7,74,100,2.57,BO,1697080932
183,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697081168
184,saipan,15.1355,145.701,28.39,94,100,7.72,MP,1697081169
185,chunskiy,56.0815,99.6342,13.71,52,54,3.88,RU,1697081169
186,kuna,43.4918,-116.4201,11.71,69,20,3.09,US,1697081169
187,la passe,45.5549,-0.8967,13.13,60,78,2.45,FR,1697081169
188,boa vista,2.8197,-60.6733,29.99,54,0,3.09,BR,1697080948
189,khanty-mansiysk,61.0042,69.0019,1.06,75,0,5.0,RU,1697080947
190,den burg,53.0542,4.7972,13.33,84,100,0.51,NL,1697081170
191,tazacorte,28.629,-17.9293,28.42,26,0,4.02,ES,1697081170
192,vorkuta,67.5,64.0,-0.49,84,99,1.03,RU,1697081170
193,karratha,-20.7377,116.8463,36.16,18,8,4.03,AU,1697080876
194,madikeri,12.4167,75.7333,20.67,91,100,0.25,IN,1697081171
195,idfu,24.9803,32.8747,23.9,37,0,3.32,EG,1697081171
196,sitka,57.0531,-135.33,8.94,71,20,1.54,US,1697080918
197,saint-remi,45.2668,-73.6159,9.97,94,97,2.63,CA,1697081055
198,udachny,66.4167,112.4,1.36,80,100,5.18,RU,1697081172
199,kasongo,-4.45,26.6667,20.2,91,89,1.43,CD,1697080937
200,leninskoye,41.7589,69.3864,20.09,24,17,1.05,KZ,1697081172
201,ivdel',60.6911,60.4206,0.66,77,31,1.79,RU,1697081172
202,palotina,-24.2839,-53.84,25.04,77,95,2.77,BR,1697080938
203,igarka,67.4667,86.5833,2.87,90,100,2.41,RU,1697080938
204,vrede,-27.4257,29.1659,14.67,71,94,1.21,ZA,1697081173
205,pemba,-12.974,40.5178,24.39,94,20,1.54,MZ,1697081173
206,yuzhno-kurilsk,44.0306,145.8556,12.99,70,37,4.13,RU,1697081173
207,vero beach,27.6386,-80.3973,27.21,91,40,1.54,US,1697081173
208,t'ongch'on-up,38.9539,127.8917,18.5,61,0,2.15,KP,1697081174
209,dwarka,22.2394,68.9678,27.36,72,5,2.61,IN,1697080939
210,cabo san lucas,22.8909,-109.9124,28.67,80,0,6.69,MX,1697081155
211,chatan,26.3094,127.7703,29.32,61,75,8.75,JP,1697081174
212,ponta delgada,37.7333,-25.6667,20.4,88,40,5.14,PT,1697081175
213,trinidad,-14.8333,-64.9,30.5,43,64,2.97,BO,1697080940
214,wadebridge,50.5173,-4.8363,17.58,100,75,5.66,GB,1697080941
215,mayya,61.7333,130.2811,7.62,55,40,5.84,RU,1697081175
216,opuwo,-18.0607,13.84,18.82,49,100,1.2,NA,1697081176
217,askoy,60.4092,5.226,8.75,81,75,9.77,NO,1697081176
218,quelimane,-17.8786,36.8883,23.97,88,40,0.0,MZ,1697080942
219,yarmouth,41.7057,-70.2286,17.03,93,0,0.89,US,1697081176
220,banfora,10.6333,-4.7667,24.32,89,100,1.41,BF,1697081176
221,kindberg,47.5,15.45,13.97,84,35,1.17,AT,1697080943
222,bebedouro,-20.9494,-48.4792,27.35,60,83,4.21,BR,1697081177
223,kruisfontein,-34.0033,24.7314,13.82,87,71,1.86,ZA,1697081177
224,preston,53.7667,-2.7167,9.07,96,100,1.18,GB,1697081144
225,neverkino,52.7854,46.7417,-0.22,82,75,5.22,RU,1697081177
226,santiago de cao,-7.9589,-79.2392,18.07,88,85,5.14,PE,1697081178
227,tarsus,36.9188,34.8784,19.21,42,0,1.43,TR,1697081179
228,ostashkov,57.1467,33.1075,10.25,91,100,6.66,RU,1697081179
229,kapa'a,22.0752,-159.319,27.99,76,20,5.14,US,1697081065
230,luderitz,-26.6481,15.1594,13.06,81,25,3.25,NA,1697081179
231,houghton,47.1219,-88.569,5.87,97,100,2.06,US,1697081180
232,leava,-14.3,-178.1667,27.4,82,84,7.03,WF,1697080946
233,turkestan,43.3333,68.25,17.96,29,100,0.67,KZ,1697081180
234,togur,58.3631,82.8265,3.97,87,22,4.47,RU,1697081180
235,sao joao da barra,-21.6403,-41.0511,22.71,87,48,8.4,BR,1697081180
236,urangan,-25.3,152.9,22.63,60,0,3.77,AU,1697081180
237,georgetown,5.4112,100.3354,29.97,78,20,1.54,MY,1697081181
238,nemuro,43.3236,145.575,14.6,60,0,5.25,JP,1697081181
239,muzaffargarh,30.0754,71.1921,26.01,16,0,2.41,PK,1697081181
240,iskateley,67.6803,53.1512,1.12,76,10,4.02,RU,1697081181
241,sao vicente,-23.9631,-46.3919,30.15,75,37,1.76,BR,1697081182
242,arraial do cabo,-22.9661,-42.0278,22.16,91,8,10.62,BR,1697081167
243,ancud,-41.8697,-73.8203,5.57,86,24,3.03,CL,1697080883
244,avarua,-21.2078,-159.775,24.03,73,75,5.66,CK,1697080948
245,belmonte,-15.8631,-38.8828,22.66,83,21,1.6,BR,1697080908
246,wainwright,52.839,-110.8572,11.63,40,80,6.4,CA,1697081182
247,rioja,-29.4111,-66.8507,14.23,46,0,2.45,AR,1697081183
248,talnakh,69.4865,88.3972,-0.44,95,100,1.19,RU,1697080953
249,imeni morozova,59.9757,31.0376,9.51,60,100,6.49,RU,1697081183
250,daru,-9.0763,143.2092,24.75,95,100,7.91,PG,1697081183
251,viedma,-40.8135,-62.9967,5.64,52,0,4.1,AR,1697080925
252,ulsteinvik,62.3432,5.8487,10.97,80,100,10.28,NO,1697081184
253,kasulu,-4.5767,30.1025,19.11,75,86,0.2,TZ,1697081184
254,dixon,38.4455,-121.8233,19.17,49,0,2.49,US,1697080952
255,norwalk,33.9022,-118.0817,21.15,71,0,3.6,US,1697080952
256,tianchang,37.9981,114.0156,19.54,51,100,1.87,CN,1697081185
257,figuig (centre),32.1089,-1.2286,18.36,41,5,1.91,MA,1697081185
258,fauske,67.2588,15.3918,3.76,84,22,2.26,NO,1697080953
259,conceicao do araguaia,-8.2578,-49.2647,27.26,56,36,1.96,BR,1697081185
260,atafu village,-8.5421,-172.5159,28.16,75,77,4.56,TK,1697081164
261,vernon,50.2581,-119.2691,13.75,70,100,1.03,CA,1697081185
262,argo,37.6333,22.7333,19.88,69,0,1.95,GR,1697081186
263,miri,4.4148,114.0089,30.08,70,20,1.54,MY,1697081186
264,yukhnov,54.7444,35.2297,6.32,61,100,7.38,RU,1697081186
265,boyolangu,-8.1181,111.8935,30.04,54,100,4.49,ID,1697081186
266,manokwari,-0.8667,134.0833,29.31,70,76,4.12,ID,1697081187
267,puerto baquerizo moreno,-0.9,-89.6,24.13,81,89,4.9,EC,1697081150
268,st. john's,47.5649,-52.7093,12.76,96,75,1.54,CA,1697081168
269,monroe,43.1501,-77.6831,11.26,90,100,2.57,US,1697080921
270,abdurahmoni jomi,37.9464,68.8088,17.16,63,0,0.0,TJ,1697081187
271,sanliurfa,37.2128,38.7817,16.93,41,11,2.64,TR,1697081188
272,putla villa de guerrero,17.0333,-97.9333,20.35,96,54,0.79,MX,1697081188
273,sirte,31.2089,16.5887,22.6,67,0,2.38,LY,1697080958
274,keetmanshoop,-26.5833,18.1333,14.51,67,82,4.12,NA,1697080958
275,pimentel,-6.8367,-79.9342,19.16,82,0,9.77,PE,1697080958
276,magumeri,12.1131,12.8274,26.69,36,50,2.44,NG,1697081189
277,salym,60.0625,71.4789,2.35,94,97,3.14,RU,1697081189
278,jayapura,-2.5333,140.7,33.66,76,84,1.93,ID,1697081189
279,rosarito,32.3333,-117.0333,18.68,74,85,1.03,MX,1697081189
280,altamira,-3.2033,-52.2064,26.23,69,3,2.37,BR,1697081190
281,ust-nera,64.5667,143.2,-7.1,92,100,1.34,RU,1697080905
282,nha trang,12.25,109.1833,32.0,70,76,2.03,VN,1697081045
283,labytnangi,66.6572,66.4183,0.6,83,100,1.33,RU,1697081190
284,kegen,43.0197,79.2203,11.46,38,0,3.3,KZ,1697081190
285,passagem franca,-6.1797,-43.7836,25.56,51,32,0.33,BR,1697080960
286,conde,-7.2597,-34.9075,23.7,88,20,3.09,BR,1697081191
287,port isabel,26.0734,-97.2086,24.02,92,75,3.09,US,1697080961
288,moultonborough,43.7548,-71.3967,11.41,92,99,0.91,US,1697081191
289,bafoulabe,13.8065,-10.8321,23.69,82,100,1.43,ML,1697081192
290,nizhneudinsk,54.9076,99.0276,17.79,41,86,2.68,RU,1697081192
291,chiredzi,-21.05,31.6667,20.91,56,0,1.32,ZW,1697081192
292,itamaraca,-7.7478,-34.8256,26.03,83,1,3.44,BR,1697081192
293,shakawe,-18.3667,21.85,20.25,57,38,2.27,BW,1697081192
294,lebu,-37.6167,-73.65,9.33,88,0,8.61,CL,1697081193
295,severnoye,56.3491,78.3619,4.43,70,9,3.58,RU,1697081193
296,fortaleza,-3.7227,-38.5247,27.07,74,20,5.66,BR,1697080963
297,zhaotong,27.3167,103.7167,10.83,94,100,2.6,CN,1697081193
298,bocanda,7.0626,-4.4995,22.12,99,97,1.03,CI,1697081194
299,columbia,34.0007,-81.0348,18.42,96,75,1.54,US,1697081152
300,kerikeri,-35.2268,173.9474,17.73,65,7,1.79,NZ,1697080903
301,uturoa,-16.7333,-151.4333,26.4,78,20,6.88,PF,1697080919
302,maceio,-9.6658,-35.7353,22.69,100,20,1.54,BR,1697081106
303,nicoya,10.1483,-85.452,24.69,96,100,0.86,CR,1697081195
304,gadzhiyevo,69.2551,33.3362,0.9,86,98,12.15,RU,1697081195
305,warman,52.3168,-106.5679,11.16,70,0,4.12,CA,1697080965
306,chos malal,-37.3781,-70.2709,11.44,41,0,1.55,AR,1697081195
307,ujszasz,47.3,20.0833,11.0,63,6,3.01,HU,1697081196
308,muroto-misakicho,33.2833,134.15,21.24,57,100,4.79,JP,1697081196
309,magdagachi,53.45,125.8,14.03,45,54,3.8,RU,1697081196
310,i-n-salah,27.1935,2.4607,25.21,26,9,9.65,DZ,1697081196
311,aswan,24.0934,32.907,24.24,36,0,4.99,EG,1697081197
312,kameda-honcho,37.8667,139.1167,21.62,49,20,2.57,JP,1697081197
313,spring creek,40.7266,-115.5859,5.22,69,99,6.5,US,1697081197
314,yeniseysk,58.4497,92.1703,9.41,72,100,6.71,RU,1697080967
315,hirara,24.8,125.2833,29.92,65,40,6.69,JP,1697081198
316,port hedland,-20.3167,118.5667,40.03,5,4,4.63,AU,1697081198
317,puerto lleras,3.0223,-73.4044,23.43,87,48,0.99,CO,1697081199
318,gamboma,-1.8764,15.8644,22.36,92,100,0.57,CG,1697081199
319,horta,38.5333,-28.6333,18.9,90,48,2.68,PT,1697080968
320,hermanus,-34.4187,19.2345,15.13,89,98,3.36,ZA,1697081199
321,fillmore,43.6666,-92.1002,12.63,71,100,4.12,US,1697081200
322,prado,-17.3411,-39.2208,22.49,83,8,2.99,BR,1697081200
323,acapulco de juarez,16.8634,-99.8901,25.9,89,40,2.06,MX,1697080939
324,taoudenni,22.6783,-3.9836,27.52,19,0,4.88,ML,1697081183
325,boguchany,58.3814,97.4531,12.7,70,100,2.68,RU,1697080970
326,ta`u,-14.2336,-169.5144,27.26,80,20,6.68,AS,1697081201
327,acarau,-2.8856,-40.12,26.04,80,54,6.55,BR,1697081108
328,newman,37.3138,-121.0208,19.13,50,0,1.79,US,1697081160
329,ghormach,35.7306,63.7826,19.08,33,4,2.06,AF,1697081201
330,saint-pierre,-21.3393,55.4781,23.82,64,0,1.54,RE,1697080948
331,shahr-e babak,30.1165,55.1186,18.02,19,2,1.35,IR,1697081202
332,ouadda,8.0777,22.4007,20.22,95,100,2.53,CF,1697080972
333,anshun,26.25,105.9333,15.78,87,100,2.25,CN,1697081202
334,howrah,22.5892,88.3103,32.0,70,0,0.0,IN,1697081152
335,juan griego,11.0817,-63.9655,28.07,94,4,5.66,VE,1697081202
336,fallon,39.4735,-118.7774,9.93,46,20,4.12,US,1697081203
337,bidya,32.1146,35.0803,20.62,79,48,1.06,PS,1697080973
338,la romana,18.4273,-68.9728,26.2,94,20,0.0,DO,1697081203
339,kudahuvadhoo,2.6708,72.8944,27.63,70,79,4.74,MV,1697081203
340,shimanovsk,52.0,127.7,15.33,43,19,4.71,RU,1697081203
341,novyy urgal,51.0736,132.5642,10.55,49,12,1.61,RU,1697081150
342,kupang,-10.1667,123.5833,33.32,49,20,4.63,ID,1697081204
343,praya,14.9215,-23.5087,26.3,61,20,3.09,CV,1697080974
344,taphan hin,16.2209,100.4198,28.36,80,99,1.1,TH,1697081204
345,mar del plata,-38.0023,-57.5575,6.72,80,0,2.06,AR,1697080979
346,la ronge,55.1001,-105.2842,11.14,66,0,3.6,CA,1697080975
347,youhao,47.8667,128.8333,17.4,43,19,4.51,CN,1697081205
348,hithadhoo,-0.6,73.0833,27.39,72,10,6.39,MV,1697081205
349,toliara,-23.35,43.6667,21.97,71,92,4.6,MG,1697081205
350,auki,-8.7676,160.7034,28.28,78,99,1.97,SB,1697081205
351,ooty,11.4,76.7,15.04,82,97,0.9,IN,1697080976
352,east london,-33.0153,27.9116,19.15,91,100,6.76,ZA,1697081164
353,masterton,-40.9597,175.6575,16.6,45,8,0.59,NZ,1697081206
354,cadale,2.7603,46.3222,26.3,84,41,4.41,SO,1697081123
355,shimoda,34.6667,138.95,22.2,61,38,5.32,JP,1697081206
356,usinsk,65.9939,57.5281,-1.07,98,94,2.24,RU,1697081207
357,fale old settlement,-9.3852,-171.2468,28.98,76,29,7.26,TK,1697080935
358,bonito,-21.1211,-56.4819,28.78,47,48,2.32,BR,1697080978
359,tarko-sale,64.9225,77.785,1.67,83,100,2.24,RU,1697080979
360,tidjikja,18.5564,-11.4271,31.27,26,74,4.8,MR,1697081207
361,banda aceh,5.5577,95.3222,28.58,71,100,1.48,ID,1697080980
362,klaksvik,62.2266,-6.589,5.51,61,100,7.46,FO,1697081172
363,machico,32.7,-16.7667,29.35,20,20,6.69,PT,1697081208
364,lata,40.1629,-8.3327,16.71,48,25,1.28,PT,1697081208
365,tazovsky,67.4667,78.7,1.78,98,100,3.1,RU,1697081150
